,OLS score,MLP score
Werk_1,-0.07291940916054546,-0.16914504876255773
Werk_2,0.27824727488614126,0.2268887333811235
Werk_3,0.2415979022291086,0.2742588252721085
Werk_1_no_outlier,0.43683121597544206,0.259243517098108
